Date,real,naive,sarimax,prophet,lstm
2023-08-21,3.711999893188477,3.878499984741211,3.8787630644426923,4.281633059448566,3.694708941461386
2023-08-22,3.750499963760376,3.878499984741211,3.8787630644426923,4.253441110596991,3.712603385842272
2023-08-23,3.803499937057495,3.878499984741211,3.8787630644426923,4.28630368242443,3.7328154973830014
2023-08-24,3.767499923706055,3.878499984741211,3.8787630644426923,4.216661229890663,3.778421885551268
2023-08-25,3.759999990463257,3.878499984741211,3.8787630644426923,4.209980585189821,3.7713791353623667
2023-08-28,3.753999948501587,3.878499984741211,3.8787630644426923,4.237664575246312,3.7560242064180334
2023-08-29,3.7929999828338623,3.878499984741211,3.8787630644426923,4.294211056003011,3.754151771853089
2023-08-30,3.785000085830689,3.878499984741211,3.8787630644426923,4.310492399500781,3.787186538240008
2023-08-31,3.7725000381469727,3.878499984741211,3.8787630644426923,4.269651416526961,3.802058491855917
2023-09-01,3.8125,3.878499984741211,3.8787630644426923,4.216545965578661,3.784162950302545
2023-09-05,3.811000108718872,3.878499984741211,3.8787630644426923,4.178079361012543,3.78468717931645
2023-09-06,3.748500108718872,3.878499984741211,3.8787630644426923,4.173019133186658,3.7906277100257175
2023-09-07,3.7260000705718994,3.878499984741211,3.8787630644426923,4.153088374579606,3.76825965454961
2023-09-08,3.680500030517578,3.878499984741211,3.8787630644426923,4.146871618538578,3.739393704741247
2023-09-11,3.7699999809265137,3.878499984741211,3.8787630644426923,4.193866306982335,3.704541142979196
2023-09-12,3.752000093460083,3.878499984741211,3.8787630644426923,4.178231278230129,3.7453855831228684
2023-09-13,3.75600004196167,3.878499984741211,3.8787630644426923,4.167873525599931,3.76467782525117
2023-09-14,3.7825000286102295,3.878499984741211,3.8787630644426923,4.110132561354676,3.7640436595541478
2023-09-15,3.763499975204468,3.878499984741211,3.8787630644426923,4.118382151577324,3.7643815886798966
2023-09-18,3.741499900817871,3.878499984741211,3.8787630644426923,4.13148848678107,3.76349419557306
2023-09-19,3.71399998664856,3.878499984741211,3.8787630644426923,4.12450588335708,3.7561670582757363
2023-09-20,3.746500015258789,3.878499984741211,3.8787630644426923,4.10346303698154,3.735148963826646
2023-09-21,3.6665000915527344,3.878499984741211,3.8787630644426923,4.09720980110507,3.7383412968924863
2023-09-22,3.6654999256134033,3.878499984741211,3.8787630644426923,4.075688663933864,3.7042337152485634
2023-09-25,3.649499893188477,3.878499984741211,3.8787630644426923,4.0368102365094485,3.6766345607927637
2023-09-26,3.625,3.878499984741211,3.8787630644426923,4.00754256006436,3.656275428138884
2023-09-27,3.627000093460083,3.878499984741211,3.8787630644426923,3.957916594246417,3.636046420141867
2023-09-28,3.694499969482422,3.878499984741211,3.8787630644426923,4.0113066674325175,3.6248877370882444
2023-09-29,3.7260000705718994,3.878499984741211,3.8787630644426923,4.007240227993306,3.671570451465471
2023-10-02,3.631999969482422,3.878499984741211,3.8787630644426923,3.9336332145071204,3.7171803505856933
2023-10-03,3.615499973297119,3.878499984741211,3.8787630644426923,3.9256148637909143,3.6700115887970814
2023-10-04,3.5840001106262207,3.878499984741211,3.8787630644426923,3.9527267336443956,3.6247102145799777
2023-10-05,3.546999931335449,3.878499984741211,3.8787630644426923,3.988357314257222,3.602763253904073
2023-10-06,3.624500036239624,3.878499984741211,3.8787630644426923,4.012183956563036,3.5842892830159774
2023-10-09,3.642499923706055,3.878499984741211,3.8787630644426923,4.022056779121316,3.615100958511363
2023-10-10,3.631999969482422,3.878499984741211,3.8787630644426923,4.048236181858225,3.645361195115186
2023-10-11,3.614000082015991,3.878499984741211,3.8787630644426923,4.047491350341738,3.650933075869091
2023-10-12,3.594000101089477,3.878499984741211,3.8787630644426923,3.9703727672783238,3.634126148856524
2023-10-13,3.5799999237060547,3.878499984741211,3.8787630644426923,3.969317999602668,3.599069074143046
2023-10-16,3.586999893188477,3.878499984741211,3.8787630644426923,4.020887113390039,3.5812729364169233
2023-10-17,3.575500011444092,3.878499984741211,3.8787630644426923,4.021480110212551,3.5931686999467733
2023-10-18,3.5820000171661377,3.878499984741211,3.8787630644426923,3.985183259948141,3.5951361496490226
2023-10-19,3.5915000438690186,3.878499984741211,3.8787630644426923,4.019027748329483,3.588160985285271
2023-10-20,3.5420000553131104,3.878499984741211,3.8787630644426923,4.02118383033674,3.5953147693297756
2023-10-23,3.572999954223633,3.878499984741211,3.8787630644426923,4.078174729199277,3.574051566547269
2023-10-24,3.609999895095825,3.878499984741211,3.8787630644426923,4.025977726603743,3.580599053075901
2023-10-25,3.572000026702881,3.878499984741211,3.8787630644426923,3.9987305480588,3.597449866987916
2023-10-26,3.56850004196167,3.878499984741211,3.8787630644426923,3.979606361071393,3.58571275459957
2023-10-27,3.634000062942505,3.878499984741211,3.8787630644426923,3.997193778212781,3.571548257802761
2023-10-30,3.649499893188477,3.878499984741211,3.8787630644426923,4.041685485017318,3.6067633253542515
2023-10-31,3.641499996185303,3.878499984741211,3.8787630644426923,3.985359118310803,3.6490520833587543
2023-11-01,3.6449999809265137,3.878499984741211,3.8787630644426923,3.9801161074154994,3.6489320526887643
2023-11-02,3.6670000553131104,3.878499984741211,3.8787630644426923,4.031969249602049,3.643685373859768
2023-11-03,3.674499988555908,3.878499984741211,3.8787630644426923,4.127143088851434,3.664309363951816
2023-11-06,3.7095000743865967,3.878499984741211,3.8787630644426923,4.12145208053615,3.6948147088890555
2023-11-07,3.670000076293945,3.878499984741211,3.8787630644426923,4.091031152386427,3.715540077718828
2023-11-08,3.628000020980835,3.878499984741211,3.8787630644426923,4.092265012578091,3.6920063861933845
2023-11-09,3.634999990463257,3.878499984741211,3.8787630644426923,4.052927191119126,3.6528996478333515
2023-11-10,3.5834999084472656,3.878499984741211,3.8787630644426923,4.063558667161793,3.633250824647036
2023-11-13,3.662499904632568,3.878499984741211,3.8787630644426923,4.082002178343659,3.6095990773620774
2023-11-14,3.682499885559082,3.878499984741211,3.8787630644426923,4.238014036310859,3.6421003984862073
2023-11-15,3.7174999713897705,3.878499984741211,3.8787630644426923,4.20080665750321,3.7020569250359476
2023-11-16,3.704499959945679,3.878499984741211,3.8787630644426923,4.19804767153613,3.727763676387554
2023-11-17,3.737499952316284,3.878499984741211,3.8787630644426923,4.255058048749141,3.7173912271375404
2023-11-20,3.8125,3.878499984741211,3.8787630644426923,4.2919357773510605,3.7319834017694693
2023-11-21,3.814500093460083,3.878499984741211,3.8787630644426923,4.2855651314188234,3.7873943427088936
2023-11-22,3.766499996185303,3.878499984741211,3.8787630644426923,4.252154380849333,3.815366096941006
2023-11-23,3.7790000438690186,3.878499984741211,3.8787630644426923,4.2563569787309445,3.7870210846290893
2023-11-24,3.796499967575073,3.878499984741211,3.8787630644426923,4.3039220030874885,3.773496019957236
2023-11-27,3.762500047683716,3.878499984741211,3.8787630644426923,4.331297447828728,3.792931772246732
2023-11-28,3.8010001182556152,3.878499984741211,3.8787630644426923,4.367148511391508,3.7905397167923245
2023-11-29,3.78600001335144,3.878499984741211,3.8787630644426923,4.356277139446584,3.804576283277243
2023-11-30,3.828999996185303,3.878499984741211,3.8787630644426923,4.291629448686809,3.8004939238905995
2023-12-01,3.908999919891357,3.878499984741211,3.8787630644426923,4.32566562566322,3.8055084410215163
2023-12-04,3.820499897003174,3.878499984741211,3.8787630644426923,4.289218955267075,3.865653022935391
2023-12-05,3.7725000381469727,3.878499984741211,3.8787630644426923,4.255919692134138,3.848537351585208
2023-12-06,3.7165000438690186,3.878499984741211,3.8787630644426923,4.2313284332882475,3.7936341820723958
2023-12-07,3.784499883651733,3.878499984741211,3.8787630644426923,4.286657797324722,3.737459609082578
2023-12-08,3.819999933242798,3.878499984741211,3.8787630644426923,4.254919305430028,3.7654899523254532
2023-12-11,3.7799999713897705,3.878499984741211,3.8787630644426923,4.246760258256854,3.80754786523886
2023-12-12,3.78600001335144,3.878499984741211,3.8787630644426923,4.275356357304171,3.8012470230851254
2023-12-13,3.78600001335144,3.878499984741211,3.8787630644426923,4.355229250287815,3.7938362812443533
2023-12-14,3.888499975204468,3.878499984741211,3.8787630644426923,4.446767794073063,3.803487010432946
2023-12-15,3.884999990463257,3.878499984741211,3.8787630644426923,4.389513432407975,3.8726874346133973
2023-12-18,3.848000049591065,3.878499984741211,3.8787630644426923,4.3987969125377795,3.8906709694001624
2023-12-19,3.8959999084472656,3.878499984741211,3.8787630644426923,4.444360720502711,3.864731178612488
2023-12-20,3.90149998664856,3.878499984741211,3.8787630644426923,4.4027365576831885,3.8796382417479554
2023-12-21,3.908499956130981,3.878499984741211,3.8787630644426923,4.4704689231930885,3.892082372086407
2023-12-22,3.8954999446868896,3.878499984741211,3.8787630644426923,4.480549398029741,3.9125404696985417
2023-12-26,3.8954999446868896,3.878499984741211,3.8787630644426923,4.521607331726654,3.910851043504295
2023-12-27,3.94350004196167,3.878499984741211,3.8787630644426923,4.572221933124015,3.905583518398061
2023-12-28,3.913000106811523,3.878499984741211,3.8787630644426923,4.5482809711165935,3.934597805926558
2023-12-29,3.880500078201294,3.878499984741211,3.8787630644426923,4.539369514087638,3.9276915439949396
2024-01-02,3.86899995803833,3.878499984741211,3.8787630644426923,4.484761141552795,3.8955683085095534
2024-01-03,3.847500085830689,3.878499984741211,3.8787630644426923,4.456063617115978,3.8615057109375646
2024-01-04,3.8310000896453857,3.878499984741211,3.8787630644426923,4.463423718704229,3.8417263242253914
2024-01-05,3.794500112533569,3.878499984741211,3.8787630644426923,4.471558326080397,3.8351347313628144
2024-01-08,3.799499988555908,3.878499984741211,3.8787630644426923,4.50396721116298,3.816920132050456
2024-01-09,3.748500108718872,3.878499984741211,3.8787630644426923,4.477794068430789,3.8108218279376733
2024-01-10,3.7809998989105225,3.878499984741211,3.8787630644426923,4.495479171356975,3.7768143084244916
2024-01-11,3.77649998664856,3.878499984741211,3.8787630644426923,4.493422673061261,3.777235183790197
2024-01-12,3.740000009536743,3.878499984741211,3.8787630644426923,4.488403396770249,3.7819999844632552
2024-01-16,3.766499996185303,3.878499984741211,3.8787630644426923,4.412659037159751,3.7622903779212042
2024-01-17,3.732500076293945,3.878499984741211,3.8787630644426923,4.402819903759784,3.7493290404727593
2024-01-18,3.744999885559082,3.878499984741211,3.8787630644426923,4.39414538890729,3.736195885812976
2024-01-19,3.786999940872192,3.878499984741211,3.8787630644426923,4.410423229398512,3.739676116939194
2024-01-22,3.763999938964844,3.878499984741211,3.8787630644426923,4.4054363884350565,3.7720644292972456
2024-01-23,3.7904999256134033,3.878499984741211,3.8787630644426923,4.3812769119612245,3.7778039580070417
2024-01-24,3.882499933242798,3.878499984741211,3.8787630644426923,4.404946989527234,3.7823978192067504
2024-01-25,3.865499973297119,3.878499984741211,3.8787630644426923,4.378277553547653,3.8419626551789183
2024-01-26,3.850500106811523,3.878499984741211,3.8787630644426923,4.380576420829867,3.864870519518235
2024-01-29,3.872999906539917,3.878499984741211,3.8787630644426923,4.382196690235805,3.8574376147932417
2024-01-30,3.9065001010894775,3.878499984741211,3.8787630644426923,4.391449992792281,3.862447304365219
2024-01-31,3.902499914169312,3.878499984741211,3.8787630644426923,4.365847303440913,3.890239780613087
2024-02-01,3.8524999618530273,3.878499984741211,3.8787630644426923,4.418736713762467,3.900808843172627
2024-02-02,3.821500062942505,3.878499984741211,3.8787630644426923,4.338061244343363,3.882965746464095
2024-02-05,3.7720000743865967,3.878499984741211,3.8787630644426923,4.3010462310112025,3.8351731323998313
2024-02-06,3.7825000286102295,3.878499984741211,3.8787630644426923,4.3360602285870815,3.7831537710497405
2024-02-07,3.737499952316284,3.878499984741211,3.8787630644426923,4.350195133954889,3.780784756217543
2024-02-08,3.705499887466431,3.878499984741211,3.8787630644426923,4.349201028343919,3.768916421999848
2024-02-09,3.686000108718872,3.878499984741211,3.8787630644426923,4.367163268529605,3.737905938849963
2024-02-12,3.7284998893737793,3.878499984741211,3.8787630644426923,4.3853944576595705,3.7099376955698067
2024-02-13,3.71399998664856,3.878499984741211,3.8787630644426923,4.320164092897263,3.719370745737138
2024-02-14,3.700500011444092,3.878499984741211,3.8787630644426923,4.344531809954635,3.7127359242786047
2024-02-15,3.756500005722046,3.878499984741211,3.8787630644426923,4.394817395801309,3.70714253894397
2024-02-16,3.838000059127808,3.878499984741211,3.8787630644426923,4.404474367460644,3.7422292373145756
2024-02-20,3.866499900817871,3.878499984741211,3.8787630644426923,4.459436014967085,3.806721255487759
2024-02-21,3.874500036239624,3.878499984741211,3.8787630644426923,4.4753854824756765,3.8548177863306994
2024-02-22,3.8975000381469727,3.878499984741211,3.8787630644426923,4.485325393843902,3.873155268961512
2024-02-23,3.881999969482422,3.878499984741211,3.8787630644426923,4.488634222199035,3.8862800851104002
2024-02-26,3.8239998817443848,3.878499984741211,3.8787630644426923,4.524499089239628,3.883760977082091
2024-02-27,3.8310000896453857,3.878499984741211,3.8787630644426923,4.522816210451943,3.853233030391636
2024-02-28,3.827500104904175,3.878499984741211,3.8787630644426923,4.515998508231679,3.8373356593701264
2024-02-29,3.8345000743865967,3.878499984741211,3.8787630644426923,4.4994331226973605,3.833323080153605
2024-03-01,3.8550000190734863,3.878499984741211,3.8787630644426923,4.5211437213456795,3.8350991829742616
2024-03-04,3.8519999980926514,3.878499984741211,3.8787630644426923,4.52193582568183,3.8521222529666095
2024-03-05,3.8440001010894775,3.878499984741211,3.8787630644426923,4.53196453236214,3.858996477461631
2024-03-06,3.870500087738037,3.878499984741211,3.8787630644426923,4.5614254440554864,3.8551734896507246
2024-03-07,3.919500112533569,3.878499984741211,3.8787630644426923,4.609252821836118,3.870190270034812
2024-03-08,3.884999990463257,3.878499984741211,3.8787630644426923,4.605631113074385,3.9120399396103385
2024-03-11,3.922499895095825,3.878499984741211,3.8787630644426923,4.58569429734796,3.9085079219427716
2024-03-12,3.924999952316284,3.878499984741211,3.8787630644426923,4.576161491902474,3.9120035134837967
2024-03-13,4.052499771118164,3.878499984741211,3.8787630644426923,4.579774926652407,3.918321471528316
2024-03-14,4.037000179290772,3.878499984741211,3.8787630644426923,4.526110952112244,3.995819372352884
2024-03-15,4.112500190734863,3.878499984741211,3.8787630644426923,4.515283490083522,4.025526414589166
2024-03-18,4.114500045776367,3.878499984741211,3.8787630644426923,4.487759579193993,4.068994194147336
2024-03-19,4.058499813079834,3.878499984741211,3.8787630644426923,4.462895973850029,4.092509453175012
2024-03-20,4.03849983215332,3.878499984741211,3.8787630644426923,4.503641652576945,4.0667805389391845
2024-03-21,4.046500205993652,3.878499984741211,3.8787630644426923,4.438933044851974,4.048709669222518
2024-03-22,3.996000051498413,3.878499984741211,3.8787630644426923,4.389618495915256,4.037565907714708
2024-03-25,4.006999969482422,3.878499984741211,3.8787630644426923,4.41762247402076,4.004591705249027
2024-03-26,3.996000051498413,3.878499984741211,3.8787630644426923,4.413669742267979,4.0038759099190315
2024-03-27,3.992500066757202,3.878499984741211,3.8787630644426923,4.405884197790591,4.00397860526374
2024-03-28,4.003499984741211,3.878499984741211,3.8787630644426923,4.382661285305669,3.9994554019721424
2024-04-01,4.046000003814697,3.878499984741211,3.8787630644426923,4.361577822775127,3.9978173234502496
2024-04-02,4.070000171661377,3.878499984741211,3.8787630644426923,4.380182173999777,4.018359025605832
2024-04-03,4.192999839782715,3.878499984741211,3.8787630644426923,4.42574229253898,4.052179586927366
2024-04-04,4.246500015258789,3.878499984741211,3.8787630644426923,4.431151447802794,4.144656744836993
2024-04-05,4.239500045776367,3.878499984741211,3.8787630644426923,4.427019570218917,4.217556615206405
2024-04-08,4.276999950408936,3.878499984741211,3.8787630644426923,4.450932131874504,4.230054945865675
2024-04-09,4.285999774932861,3.878499984741211,3.8787630644426923,4.457965308241144,4.2483478832935475
2024-04-10,4.2820000648498535,3.878499984741211,3.8787630644426923,4.3529032655672,4.267044360761844
2024-04-11,4.251999855041504,3.878499984741211,3.8787630644426923,4.34960114973794,4.256237870076291
2024-04-12,4.257500171661377,3.878499984741211,3.8787630644426923,4.274099066139755,4.240710465617127
2024-04-15,4.379000186920166,3.878499984741211,3.8787630644426923,4.259897609956649,4.231294311906083
2024-04-16,4.305500030517578,3.878499984741211,3.8787630644426923,4.247176678138844,4.30878672686822
2024-04-17,4.34250020980835,3.878499984741211,3.8787630644426923,4.274989604484005,4.314811959293422
2024-04-18,4.440499782562256,3.878499984741211,3.8787630644426923,4.255514593503449,4.327435148181621
2024-04-19,4.501999855041504,3.878499984741211,3.8787630644426923,4.257604270539301,4.387688130737132
2024-04-22,4.500500202178955,3.878499984741211,3.8787630644426923,4.25188013437085,4.4579626867815705
2024-04-23,4.490499973297119,3.878499984741211,3.8787630644426923,4.293321950780253,4.481334874517046
2024-04-24,4.4670000076293945,3.878499984741211,3.8787630644426923,4.278457758508875,4.481937222211968
2024-04-25,4.570499897003174,3.878499984741211,3.8787630644426923,4.299814357023786,4.461749248465935
2024-04-26,4.568999767303467,3.878499984741211,3.8787630644426923,4.256308992985061,4.51930165066392
2024-04-29,4.658999919891357,3.878499984741211,3.8787630644426923,4.285302377142923,4.54574416588477
2024-04-30,4.564499855041504,3.878499984741211,3.8787630644426923,4.223177848452786,4.608653183594868
2024-05-01,4.552499771118164,3.878499984741211,3.8787630644426923,4.229788439286663,4.567711753403415
2024-05-02,4.49399995803833,3.878499984741211,3.8787630644426923,4.307461482231005,4.5350776744084556
2024-05-03,4.573500156402588,3.878499984741211,3.8787630644426923,4.337737851729148,4.512436422983285
2024-05-06,4.634500026702881,3.878499984741211,3.8787630644426923,4.328362159877434,4.552093283627897
2024-05-07,4.625500202178955,3.878499984741211,3.8787630644426923,4.302011778575487,4.6048038636442925
2024-05-08,4.561999797821045,3.878499984741211,3.8787630644426923,4.285386784831365,4.608354752678622
2024-05-09,4.607500076293945,3.878499984741211,3.8787630644426923,4.322398444643742,4.560518690583905
2024-05-10,4.69350004196167,3.878499984741211,3.8787630644426923,4.311902106952102,4.574167077443207
2024-05-13,4.804500102996826,3.878499984741211,3.8787630644426923,4.318039562189203,4.64200327735432
2024-05-14,4.953499794006348,3.878499984741211,3.8787630644426923,4.340439953527776,4.741088924582812
2024-05-15,4.9695000648498535,3.878499984741211,3.8787630644426923,4.400123009749155,4.869379109048907
2024-05-16,4.892000198364258,3.878499984741211,3.8787630644426923,4.3779987566969645,4.9303810215434964
2024-05-17,5.057000160217285,3.878499984741211,3.8787630644426923,4.381011969090126,4.8756566911459345
2024-05-20,5.087500095367432,3.878499984741211,3.8787630644426923,4.367728969456089,4.94777647187766
2024-05-21,5.11899995803833,3.878499984741211,3.8787630644426923,4.368355480233598,5.022080503594907
2024-05-22,4.867499828338623,3.878499984741211,3.8787630644426923,4.333333824225312,5.06257670119146
2024-05-23,4.816500186920166,3.878499984741211,3.8787630644426923,4.313538781079179,4.906372693200524
2024-05-24,4.778500080108643,3.878499984741211,3.8787630644426923,4.346581690908221,4.797986314806536
2024-05-28,4.875500202178955,3.878499984741211,3.8787630644426923,4.35705831584737,4.773147646326009
2024-05-29,4.805500030517578,3.878499984741211,3.8787630644426923,4.296779013361567,4.840502626384676
2024-05-30,4.671999931335449,3.878499984741211,3.8787630644426923,4.328144369263866,4.813731398286961
2024-05-31,4.610000133514404,3.878499984741211,3.8787630644426923,4.336191796133514,4.707625822057281
2024-06-03,4.677000045776367,3.878499984741211,3.8787630644426923,4.384145498338661,4.623284417567305
2024-06-04,4.547999858856201,3.878499984741211,3.8787630644426923,4.3802384681659134,4.652803404439453
2024-06-05,4.619500160217285,3.878499984741211,3.8787630644426923,4.361793421954607,4.599013865000131
2024-06-06,4.690999984741211,3.878499984741211,3.8787630644426923,4.376244151434596,4.59339239204985
2024-06-07,4.494500160217285,3.878499984741211,3.8787630644426923,4.294751389084306,4.647529954601794
2024-06-10,4.55649995803833,3.878499984741211,3.8787630644426923,4.269469190953323,4.54103751535348
2024-06-11,4.5229997634887695,3.878499984741211,3.8787630644426923,4.25653177700182,4.511533888896139
2024-06-12,4.581500053405762,3.878499984741211,3.8787630644426923,4.298569184995715,4.508589077943185
2024-06-13,4.507500171661377,3.878499984741211,3.8787630644426923,4.26265545681405,4.557299147640407
2024-06-14,4.551000118255615,3.878499984741211,3.8787630644426923,4.221081049446348,4.524924659655682
2024-06-17,4.521500110626221,3.878499984741211,3.8787630644426923,4.250113297121095,4.514117071797642
2024-06-18,4.561999797821045,3.878499984741211,3.8787630644426923,4.256510777925773,4.511363827160778
2024-06-20,4.618000030517578,3.878499984741211,3.8787630644426923,4.218040507035026,4.536561709913286
2024-06-21,4.49399995803833,3.878499984741211,3.8787630644426923,4.199196594772944,4.57524230647968
2024-06-24,4.526999950408936,3.878499984741211,3.8787630644426923,4.243907034808679,4.514983399192744
2024-06-25,4.38100004196167,3.878499984741211,3.8787630644426923,4.237963951162314,4.504988816146977
2024-06-26,4.367499828338623,3.878499984741211,3.8787630644426923,4.189748616339714,4.426973708212415
2024-06-27,4.328499794006348,3.878499984741211,3.8787630644426923,4.209061247510843,4.36946585121737
2024-06-28,4.390500068664551,3.878499984741211,3.8787630644426923,4.215564689529771,4.340746044784169
2024-07-01,4.426499843597412,3.878499984741211,3.8787630644426923,4.224246686672483,4.371118412416081
2024-07-02,4.429500102996826,3.878499984741211,3.8787630644426923,4.242901753263917,4.410128380162831
2024-07-03,4.540999889373779,3.878499984741211,3.8787630644426923,4.284978740065474,4.423885387098267
2024-07-05,4.6585001945495605,3.878499984741211,3.8787630644426923,4.3312512750972845,4.49314527802747
2024-07-08,4.622000217437744,3.878499984741211,3.8787630644426923,4.324086405832755,4.6008217858228875
2024-07-09,4.578000068664551,3.878499984741211,3.8787630644426923,4.313978296630145,4.611112824874425
2024-07-10,4.607500076293945,3.878499984741211,3.8787630644426923,4.323658535719396,4.565809475746846
2024-07-11,4.508500099182129,3.878499984741211,3.8787630644426923,4.379707293048963,4.56940293507364
2024-07-12,4.598499774932861,3.878499984741211,3.8787630644426923,4.419141188546917,4.537284527147193
2024-07-15,4.52899980545044,3.878499984741211,3.8787630644426923,4.406872997674349,4.5721759288152555
2024-07-16,4.443999767303467,3.878499984741211,3.8787630644426923,4.408768802461054,4.546913971189554
2024-07-17,4.39900016784668,3.878499984741211,3.8787630644426923,4.451210663250989,4.47219871922448
2024-07-18,4.265999794006348,3.878499984741211,3.8787630644426923,4.408203648884739,4.420056913424929
2024-07-19,4.218999862670898,3.878499984741211,3.8787630644426923,4.383253617727524,4.319386729691871
2024-07-22,4.180500030517578,3.878499984741211,3.8787630644426923,4.389561229212781,4.243339510328553
2024-07-23,4.145999908447266,3.878499984741211,3.8787630644426923,4.372348310959387,4.203883432248915
2024-07-24,4.098999977111816,3.878499984741211,3.8787630644426923,4.371509093259398,4.171350512557183
2024-07-25,4.112500190734863,3.878499984741211,3.8787630644426923,4.372046990890047,4.130938138938575
2024-07-26,4.104499816894531,3.878499984741211,3.8787630644426923,4.380383027983658,4.11799742833287
2024-07-29,4.061999797821045,3.878499984741211,3.8787630644426923,4.348868093688123,4.113655039066998
2024-07-30,4.063000202178955,3.878499984741211,3.8787630644426923,4.341412725446913,4.081442054872241
2024-07-31,4.159999847412109,3.878499984741211,3.8787630644426923,4.392166204806877,4.0634600561269565
2024-08-01,4.066500186920166,3.878499984741211,3.8787630644426923,4.357821450428039,4.126423274157872
2024-08-02,4.084000110626221,3.878499984741211,3.8787630644426923,4.459825957451307,4.102389271978723
2024-08-05,3.983999967575073,3.878499984741211,3.8787630644426923,4.513033392475444,4.09814233671915
2024-08-06,4.011499881744385,3.878499984741211,3.8787630644426923,4.482247068159468,4.047064788231211
2024-08-07,3.9375,3.878499984741211,3.8787630644426923,4.457857794670695,4.017962288034823
