Date,log_return_pct
2000-08-31,0.0
2000-09-01,0.4509599672831921
2000-09-05,1.89420921379914
2000-09-06,-0.49792982096498783
2000-09-07,0.49792982096497757
2000-09-08,0.6600664554407413
2000-09-11,0.10958764186367533
2000-09-12,1.6834510182049265
2000-09-13,-0.10775724340723129
2000-09-14,-0.21586990265189637
2000-09-15,-0.5960417553644247
2000-09-18,-0.16317767795295363
2000-09-19,0.3260895200859022
2000-09-20,-2.194277877183775
2000-09-21,2.62740779041524
2000-09-22,-0.6504068953061681
2000-09-25,0.8123513864406919
2000-09-26,-1.1391513545134002
2000-09-27,-0.43739255187754983
2000-09-28,-0.16451996689442402
2000-09-29,0.49274360524841493
2000-10-02,-2.2646651004552427
2000-10-03,0.3903037387205409
2000-10-04,-0.2228450879690298
2000-10-05,1.4396717632674454
2000-10-06,-0.551268783360642
2000-10-09,-1.3355818315982608
2000-10-10,1.1142166193409713
2000-10-11,-0.4441926796804783
2000-10-12,-2.1373202161229217
2000-10-13,1.1305999575585783
2000-10-16,0.2245901258970976
2000-10-17,-1.2415483967414007
2000-10-18,-1.1996731927299906
2000-10-19,0.11487504161762425
2000-10-20,-1.2709561664284938
2000-10-23,0.6374937882307147
2000-10-24,-0.347218103683317
2000-10-25,-1.4010765467997806
2000-10-26,-2.56042467251538
2000-10-27,1.4965844397634023
2000-10-30,0.11876333364228209
2000-10-31,0.4736549083314427
2000-11-01,-1.607653003235656
2000-11-02,0.3594995996063413
2000-11-03,0.0
2000-11-06,-1.3245271429738097
2000-11-07,0.4233432175611075
2000-11-08,0.7215956754751999
2000-11-09,0.41853390976319943
2000-11-10,-0.17915925970705548
2000-11-13,-2.1142416476299912
2000-11-14,0.8510652662479036
2000-11-15,0.0
2000-11-16,-0.9121368246237435
2000-11-17,0.42670522854999227
2000-11-20,0.0
2000-11-21,0.847972299229427
2000-11-22,-1.1525716856171375
2000-11-27,3.2415743673542616
2000-11-28,1.6984328738083037
2000-11-29,-1.0507981498540688
2000-11-30,-1.299484023719911
2000-12-01,2.1759129928556478
2000-12-04,0.11627758791693855
2000-12-05,0.9829555406839166
2000-12-06,0.9163817443618281
2000-12-07,0.1708927246384324
2000-12-08,1.019261765952602
2000-12-11,0.22510238477210756
2000-12-12,-0.6768262673488725
2000-12-13,-0.3401320034954338
2000-12-14,0.9607284847964135
2000-12-15,-1.873457709560689
2000-12-18,0.2289610931334573
2000-12-19,-0.057187735430536416
2000-12-20,-1.2665727482027818
2000-12-21,-0.8144279520746972
2000-12-22,0.46620224979797364
2000-12-26,0.4061490600896782
2000-12-27,-1.8703026282515256
2000-12-28,0.5882364128172348
2000-12-29,-0.7063056976860115
2001-01-02,-3.424781801406459
2001-01-03,0.6701163065908193
2001-01-04,-1.0375412087463558
2001-01-05,2.0644351138104002
2001-01-08,0.12011858651592396
2001-01-09,-0.36079666356923135
2001-01-10,0.12040785960968695
2001-01-11,0.18034396643545328
2001-01-12,1.4311543515373508
2001-01-16,-2.3361370573807485
2001-01-17,0.7847919292851576
2001-01-18,4.180766690312374
2001-01-19,-1.6279427918735476
2001-01-22,-0.4111588489007961
2001-01-23,0.17641997875629137
2001-01-24,-1.3010280844986617
2001-01-25,-0.1191170062188772
2001-01-26,0.0
2001-01-29,-0.6576955181611299
2001-01-30,0.8363214072638561
2001-01-31,0.9473150964909438
2001-02-01,0.17662771239802091
2001-02-02,-0.7083904406621074
2001-02-05,-1.7329339927681688
2001-02-06,0.1806626079845873
2001-02-07,-0.18066260798457878
2001-02-08,0.0
2001-02-09,-1.151880166363581
2001-02-12,-0.3053434597129846
2001-02-13,0.852627455619716
2001-02-14,-0.364522995428383
2001-02-15,0.6672780006225543
2001-02-16,-0.24213496616067157
2001-02-20,-0.7299281045375555
2001-02-21,-2.222314496193981
2001-02-22,0.0
2001-02-23,-0.6890122676058554
2001-02-26,1.062847088667381
2001-02-27,-0.3738348210615257
2001-02-28,1.1173304732169047
2001-03-01,1.3488834448885885
2001-03-02,0.4254086435925614
2001-03-05,1.0856563877342902
2001-03-06,1.2518737754907292
2001-03-07,-1.1919081059688097
2001-03-08,-1.5710307008487678
2001-03-09,0.6071658443363869
2001-03-12,-0.6071658443363828
2001-03-13,-1.1638682238971874
2001-03-14,-0.9285108731467873
2001-03-15,-0.18674272004068782
2001-03-16,-2.3960785008127363
2001-03-19,0.9526896738726846
2001-03-20,0.37855198627082925
2001-03-21,-1.0763053533628515
2001-03-22,-0.895142733576324
2001-03-23,0.2565715623289015
2001-03-26,-0.4494369980029967
2001-03-27,1.1516446160633655
2001-03-28,-2.38183516994368
2001-03-29,0.2602517870769813
2001-03-30,-1.4398203202157809
2001-04-02,-0.46250294516462404
2001-04-03,0.791558547852066
2001-04-04,0.0
2001-04-05,0.3934458882301887
2001-04-06,-2.384219795662484
2001-04-09,1.3315763504765905
2001-04-10,1.1834462284774774
2001-04-11,-0.39292275260955434
2001-04-12,0.26211996931795306
2001-04-16,0.13080278329159284
2001-04-17,-0.4585641539459873
2001-04-18,2.7842512659424883
2001-04-19,-1.5444276812656876
2001-04-20,0.32372932515195957
2001-04-23,-2.156241082428842
2001-04-24,0.46128380209084785
2001-04-25,0.3281916400779668
2001-04-26,-0.6574639252420992
2001-04-27,0.13183747624920383
2001-04-30,0.9832911541757137
2001-05-01,0.9737166085052589
2001-05-02,1.538494999562456
2001-05-03,-0.44628504388705953
2001-05-04,-0.9630960387242324
2001-05-07,0.1933626804697085
2001-05-08,-2.082049551186913
2001-05-09,-0.792088896204895
2001-05-10,-0.5315558714315805
2001-05-11,0.6640124121693852
2001-05-14,-1.1314649281792897
2001-05-15,0.06691514083645105
2001-05-16,0.1336881390041399
2001-05-17,1.6562138567392342
2001-05-18,2.530140482334653
2001-05-21,1.840740241199447
2001-05-22,-1.3933141449813435
2001-05-23,0.0
2001-05-24,0.4454406777813653
2001-05-25,-0.1906591559390938
2001-05-29,-3.23234810039503
2001-05-30,-0.4609800470617291
2001-05-31,-0.7287238232331078
2001-06-01,-0.6001981254485413
2001-06-04,0.0
2001-06-05,1.2628983407190628
2001-06-06,-0.9957005493070208
2001-06-07,-0.401064894882242
2001-06-08,-2.57816088789566
2001-06-11,0.2059665530266918
2001-06-12,-0.4812638835335457
2001-06-13,-0.5528705440304785
2001-06-14,0.4149412623541675
2001-06-15,-1.1103537112466288
2001-06-18,0.13946824524598728
2001-06-19,0.7636300549831596
2001-06-20,-1.3927788563202481
2001-06-21,0.9075113871977118
2001-06-22,-0.9075113871977063
2001-06-25,-0.07015410649718322
2001-06-26,0.4900316916965282
2001-06-27,0.9729012711208898
2001-06-28,-2.0965108553513643
2001-06-29,-0.4955740665837951
2001-07-02,1.0589569735197246
2001-07-03,-0.9171148069304077
2001-07-05,-1.0687658181606168
2001-07-06,0.7848715345791091
2001-07-09,-0.28469404161518
2001-07-10,1.2044042309989662
2001-07-11,-0.5649744195263907
2001-07-12,-1.1396073044365091
2001-07-13,0.28611954398477624
2001-07-16,0.2853117258044294
2001-07-17,1.4846443408997962
2001-07-18,-1.7699560667042253
2001-07-19,-1.5839031774277965
2001-07-20,0.7230682512599204
2001-07-23,-1.8175691726796055
2001-07-24,-0.14684976771803493
2001-07-25,0.2201851227796739
2001-07-26,-0.2936821887028697
2001-07-27,-0.8862660987689253
2001-07-30,0.0
2001-07-31,0.5917100854684862
2001-08-01,0.734765220608561
2001-08-02,-0.8085333931470855
2001-08-03,-0.6664269777640857
2001-08-06,-0.8955257571049545
2001-08-07,-0.30029665585094
2001-08-08,-1.1342265357454009
2001-08-09,0.9837303850060122
2001-08-10,-0.8317566336133078
2001-08-13,-0.6857217682894936
2001-08-14,1.215822926069822
2001-08-15,-0.9104740091552697
2001-08-16,1.2874058717195007
2001-08-17,2.8923064647773007
2001-08-20,-1.3986281249688974
2001-08-21,-0.6693921386617105
2001-08-22,0.8175384104808722
2001-08-23,1.1773522904894842
2001-08-24,-0.21970137284710767
2001-08-27,1.7442338176179715
2001-08-28,-0.7230682512599256
2001-08-29,0.7950917837194904
2001-08-30,-1.9629906329327502
2001-08-31,-0.3677823391641149
2001-09-04,-0.8139177302865609
2001-09-05,-0.29761543958140735
2001-09-06,-1.6529267899874245
2001-09-07,-1.219529747199544
2001-09-10,-0.076720121339041
2001-09-11,0.5357815883996758
2001-09-14,0.3048834512674248
2001-09-17,-0.9942729248657165
2001-09-18,0.0
2001-09-19,-0.30792544925301363
2001-09-20,-0.15432822925677006
2001-09-21,1.4565266033755024
2001-09-24,-0.6106901573106522
2001-09-25,-0.8458364460648574
2001-09-26,0.9223804005512012
2001-09-27,-0.5370238230041557
2001-09-28,-0.6172779615294876
2001-10-01,-0.23246975805500322
2001-10-02,-0.07761325352971113
2001-10-03,-1.2500188376603323
2001-10-04,0.47059240367072347
2001-10-05,-0.6279468264664291
2001-10-08,0.31447098748796043
2001-10-09,-0.23575813598879689
2001-10-10,-0.1574783149829911
2001-10-11,0.55009720428775
2001-10-12,-0.392618889304767
2001-10-15,-0.1574783149829911
2001-10-16,0.7849326079003984
2001-10-17,-0.7061671444165646
2001-10-18,-1.1084783997027388
2001-10-19,-1.2014549892635247
2001-10-22,0.08054188954297244
2001-10-23,0.7220298381149425
2001-10-24,-1.206295686987626
2001-10-25,0.4842658488726669
2001-10-26,1.5182116020090182
2001-10-29,-0.3177181147859069
2001-10-30,0.8712955949792862
2001-10-31,-1.910890069405655
2001-11-01,-0.6451648616694182
2001-11-02,-1.0573414715309042
2001-11-05,0.40799689717762927
2001-11-06,-0.08147020512213032
2001-11-07,-1.5606110450669552
2001-11-08,1.3974809735807754
2001-11-09,4.1572674756933745
2001-11-12,2.7039179927196417
2001-11-13,2.855189196741189
2001-11-14,0.0
2001-11-15,-0.6689034969260054
2001-11-16,1.4069135124713976
2001-11-19,0.14694890584764694
