modelo,RMSE,MAE,MAPE,Mejora_RMSE_%,Supera_Naive_10%
Naive,0.9360209397200591,0.7058890428027234,14.072730699181626,0.0,False
SARIMAX,0.9358391415200867,0.7057390604949985,14.069818241464683,0.01942245010316742,False
Prophet,0.42530583939508815,0.36808018827555383,8.46544316527677,54.56235845297578,True
LSTM,0.10179098856883155,0.06596127245342,1.3970542183051895,89.12513767060867,True
